Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,17539454727.3637,23127055000,27054197000,30965208000,35194947000,40278849000,45690762000,49848725000,61139438000,60094978000,68151329000,78986648000,87735048000,96570334000,102717794000,97209558000,97671433000,104467486000,107478961000,107595830000,95865473000,107179074000,116133121000,121147057000,124676074700
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,1382.23421759909,1791.30359685037,2059.1585535974,2315.62215223014,2586.20914663347,2909.02606014388,3243.67010359339,3478.92488770671,4194.75750661981,4053.36331139298,4520.30959039763,5153.6916424375,5634.08393191094,6109.29031510341,6405.79979300441,5976.1596805651,5917.63771271481,6233.32244797718,6303.91886658338,6205.05765246766,5463.64515348598,6061.32350181711,6515.58528418336,6737.84748379638,6874.705739766
Ecuador,ECU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,90.9800033569336,..,..,..,..,..,92.0999984741211,92.3899993896484,92.25,91.8499984741211,91.5899963378906,92.0599975585938,93.2900009155273,94.2200012207031,94.4599990844727,94.3499984741211,92.8300018310547,..,..,93.629997253418,94.4800033569336,96.2600021362305,..,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,73083284,74652029,76239137,77853548,79477443,81101004,82700403,84276225,85864789,87501636,89196072,91093059,93161001,95333553,97528654,99597342,101644589,103696057,105682094,107553158,109315124,110957008,112618250,114535772,116538258
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89660339660.3397,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,395926075163.006,389059911003.566
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,1366.09274372613,1295.1374184163,1116.82884626213,1031.27556291284,991.255689145253,1105.53920713903,1298.97900203124,1547.74170735909,1896.21594269779,2161.63964573927,2455.08194645282,2590.64384891965,2996.0677072015,3025.52563552448,3133.39102265541,3306.98159414141,3270.6287768197,2395.10333299491,2484.70315630508,2962.98892023003,3511.11381026379,3827.35415374308,4233.30783744856,3456.78968456253,3338.47371395895
"Egypt, Arab Rep.",EGY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,67.3300018310547,66.370002746582,..,..,..,72.0500030517578,..,73.870002746582,72.4400024414062,..,..,..,71.1699981689453,..,..,..,82.083331279425,79.4565788949049,..,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,5943366,5968060,5986631,5998599,6004671,6005578,6002319,6009824,6029297,6048279,6068249,6090127,6113975,6138839,6162955,6183676,6200800,6213533,6219807,6222318,6234673,6255782,6280319,6309624,6338193
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24921190000,29043140000,31870120000,33853940000,35364960000
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,1982.87093542615,2058.04459070452,2115.41187355626,2207.83089518069,2285.68907438892,2447.39140845394,2665.61807194853,2830.65693770733,2983.24829577976,2910.18651752011,3040.07300952878,3330.60049486653,3497.91256915509,3582.26694005169,3666.01248913873,3790.34089108162,3901.34014965811,4020.12671373919,4183.54620971358,4320.11671534627,3997.19279583709,4642.60743101342,5074.60210221806,5365.44491399171,5579.65969165029
El Salvador,SLV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,83.5599975585938,82.0299987792969,83.9499969482422,84.0999984741211,84.4899978637695,85.4899978637695,85.468783873428,86.7699966430664,87.4125334516516,87.9700012207031,88.1399993896484,88.4800033569336,89.0100021362305,89.1399993896484,89.9800033569336,89.0586486323527,89.3518526572018,89.8499984741211,89.7699966430664
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,703279,749836,797957,847862,899917,947367,990343,1036044,1084530,1135673,1189085,1241835,1293483,1346218,1399828,1453923,1508186,1562396,1616422,1670177,1716468,1758786,1803545,1847549,1892516
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443436.2903,21357343668.9447,22388344143.9131,21948834283.7856,21765453081.9826,13185496881.0174,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,12337550583.754,12765777677.0622
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,1487.3165506701,1948.61145907844,2264.21065580365,2930.60183743733,4901.30127408119,8673.9026086535,10184.8841248541,12616.9532942011,18210.5552970599,13232.5019378102,13720.1658723222,17198.2136668275,17308.5723924575,16304.0713196418,15548.6624656619,9068.91003238645,7453.19797948517,7809.10465655488,8102.47084834031,6804.14923073888,5764.05502912947,6945.63069794539,7589.29964909381,6677.793435386,6745.40013244916
Equatorial Guinea,GNQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,88.3099975585938,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,2247031,2312079,2392978,2493903,2598284,2661215,2703502,2743222,2816327,2887885,2945186,2998485,3036988,3074360,3095173,3105546,3124698,3150347,3192760,3240194,3291271,3350183,3409447,3470390,3535603
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,706370815.584416,752371688.743186,729321680.154324,870248267.550163,1109054005.43971,1098424685.66169,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,1589515447.15447,2065001626.01626,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,314.357396753501,325.409161513593,304.775756465092,348.950327077742,426.840947887032,412.753079199423,447.997404727201,480.44762365456,490.066956003333,642.92572288007,539.699512069686,688.68165957684,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,52.5099983215332,..,..,..,..,..,64.6600036621094,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Population, total",SP.POP.TOTL,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1370286,1371986
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,5686579747.53524,6250218422.70164,7370119619.4782,9876595528.45528,12148595031.0559,14109491356.7964,17025671810.3124,22450264166.4385,24342935403.5447,19633984440.1223,19524355419.038,23303915794.7569,23237406116.3988,25451032780.7573,27055689003.0038,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37204563051.4723,38376046174.971,41291245222.1948,42764929169.3258
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,4070.60902410208,4502.66614992392,5343.18310760735,7205.40703313243,8916.0728274602,10414.6381183565,12641.4800976473,16745.4308011148,18205.9064113446,14712.4494217916,14663.7041018705,17555.5455239426,17568.2137969714,19310.3874900757,20581.7898991695,17722.1557669523,18666.3736521706,20851.5223496861,23618.1361254581,24021.2501413306,23933.9939421065,27953.7670230126,28451.1477825175,30133.304450454,31170.0915091887
Estonia,EST,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.7699966430664,..,..,..,..,..,..,..,..,..,..,99.8899993896484,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1041414,1051064,1059441,1066700,1073159,1079022,1084436,1090705,1098091,1105153,1111650,1117833,1123863,1129990,1136299,1142813,1149507,1158195,1168929,1179874,1192729,1206593,1218917,1230506,1242822
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1738093840.36607,1542477308.89408,1432221739.12342,2197598466.25447,2770082791.50412,3178112498.67911,3291330019.17287,3469381231.49049,3294084314.15058,3580428052.81393,4438765085.93784,4820478680.18375,4886551483.93374,4464726180.76995,4286015248.24891,3909281650.36128,3724180911.37828,4463673661.23006,4644696656.36967,4616996144.90635,4120621324.89015,4785708165.93031,4741163884.9523,4604172127.36299,4891883720.15742
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1668.9749133064,1467.5389023828,1351.86550182919,2060.18418135789,2581.24172793045,2945.36394872311,3035.06156119205,3180.86121498525,2999.82816920508,3239.7578007877,3992.95199562618,4312.34243414155,4347.99569336631,3951.12008139006,3771.90796458406,3420.75357067279,3239.80707501414,3853.99147918102,3973.46344933667,3913.12643969301,3454.784217446,3966.29863253832,3889.65276959161,3741.69010745416,3936.10969242371
Eswatini,SWZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,81.6600036621094,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.75,..,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,67411494,69487762,71635517,73832663,76077206,78367470,80703490,83103217,85543668,88007636,90538514,93149970,95798767,98438751,101115610,103867135,106718162,109666481,112664152,115737383,118917671,122138588,125384287,128691692,132059767
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,8242349617.8638,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,64589328550.5953,74296766562.127,81770885148.0574,84269180856.9147,95912620248.0592,107657732424.155,111261888668.864,126772707851.339,..,..
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,122.269202606069,118.457204255261,109.593813612988,116.800491132777,133.169812538096,158.243458082465,189.345737521418,237.146255996319,316.410475118075,368.574712267445,330.619412798644,343.024942351887,452.101031885754,484.039833104062,549.986577082588,621.845673808133,696.196084806324,745.632433925343,747.968003672674,828.709080522921,905.313159254148,910.947887074508,1011.07332413462,..,..
Ethiopia,ETH,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,35.9000015258789,..,..,39,..,..,..,..,..,48.3512310895047,..,..,47.4900016784668,..,..,55.0499992370605,..,54.8861260079206,60.4599990844727,..,..
Euro area,EMU,"Population, total",SP.POP.TOTL,325789631,326861195,328469678,330286340,332140117,333897752,335499702,337282985,338978475,340136844,341002804,340367367,341100659,341639530,342228563,343180482,344132977,344810179,345864630,346496601,346986142,347207191,348700885,350292725,351125804
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,6528628818011.91,6631899417574.32,7241862819829.4,8921228124668.85,10231007049192.6,10611825457648.1,11288306908404.6,13000319185416.4,14296312709583.3,13084338477544.9,12786064520112.1,13810192245255.8,12786713590104.4,13358729082788.6,13683290663987.2,11828599572756.5,12124585812257.6,12839881576243.5,13868034531052.8,13587001830079.4,13266853301191.7,14918539971043.3,14452407617089.9,15787238118091.4,16406126934435.8
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,20039.4002656638,20289.6505275713,22047.2795660286,27010.5876151852,30803.2860998618,31781.6618832705,33646.2501787992,38544.2484903779,42174.6917988916,38467.8658262169,37495.4820609396,40574.3722348559,37486.6282216839,39101.8249052989,39982.9007375611,34467.5766635134,35232.2695661265,37237.5363554552,40096.712205156,39212.5111497975,38234.5335889285,42967.2551656434,41446.4322827569,45068.7010930397,46724.355622795
Euro area,EMU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,865392479,866590696,868234843,870529446,873069464,875563919,878166933,880656346,884224673,887741128,890990371,893009595,896554203,899985362,903676408,907676898,911765648,915290996,918947897,922218554,923973838,924702975,925061269,925640799,928465742
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,10077728121071.6,10182157832948.9,11151146518466.2,13559348716887.9,15805164816484,16824540595453.9,18222918708363.6,21289911466320.4,23433249814465.5,20628542800631.9,21102997002120.9,23416306190930,22544769718453.8,23559015496363.8,23897535554830.2,20583343138821,20511787410869.2,21766184431710.6,23306977599232,23032792622187.5,22287615625568.5,25513859723979.1,25700849227224.3,27617157896730.2,29146936906252.2
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,11645.2688989358,11749.673611715,12843.4681104662,15575.9793987346,18102.9866101055,19215.6623067218,20751.0873201639,24175.0503054007,26501.4656681781,23237.1151341226,23684.8766148124,26221.7856583388,25146.0197755091,26177.1096409942,26444.7930069568,22676.9494565466,22496.7758500912,23780.6167949133,25362.6758114579,24975.4166431436,24121.4791035767,27591.4108786977,27782.8616206223,29835.7180523654,31392.581963732
Europe & Central Asia,ECS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.6375885009766,..,96.8990325927734,96.9892272949219,97.0722122192383,97.1905364990234,97.2468566894531,97.3271331787109,97.4457626342773,97.7062072753906,97.8733291625977,98.0188674926758,98.1191635131836,98.1803283691406,98.2227478027344,98.2727508544922,98.3339462280273,98.4128494262695,98.5019073486328,98.5681076049805,98.6057281494141,98.7386932373047,98.7496566772461,98.7675628662109,..
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,218486598,219435056,220400259,221399692,222413290,223360135,224417513,225016072,226524480,228250911,230106440,231988438,233914892,235983340,238114658,240232789,242410814,244533821,246659127,248863066,250660609,252189631,250840400,249053262,250485944
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,390808949021.067,335210031231.521,390006301882.367,497298674298.607,640053661627.226,796900880717.999,927052493706.962,1167638555244.69,1397467751226.62,1165225630371.32,1379506173059.08,1568875044071.92,1654227411506.01,1804367950694.07,1731834762740.49,1509371606861.6,1449055610153.63,1494762564964.78,1468176796062.36,1498314108819.45,1437141951950.75,1670340539745.28,1817993344339.27,2134737666916.84,2421839057172.22
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,1788.70902196512,1527.60473801197,1769.53649533764,2246.15793186653,2877.7671587306,3567.7847379435,4130.92757919905,5189.13402436732,6169.16878576047,5105.02072156603,5995.07850827244,6762.72946012902,7071.92003622417,7646.16667724963,7273.11278224833,6282.95418433325,5977.68550933388,6112.70276991575,5952.2500299061,6020.63670154835,5733.41761868436,6623.35137698536,7247.60981221236,8571.4101866164,9668.56270854153
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.03076171875,95.1800308227539,95.3250427246094,95.4578628540039,95.5637969970703,95.839111328125,95.7333221435547,95.897102355957,96.0156402587891,96.8484878540039,97.4171600341797,97.8697662353516,98.130126953125,98.2144927978516,98.2864685058594,98.3565216064453,98.4758911132812,98.5916519165039,98.6577835083008,98.7980194091797,98.8268203735352,98.872200012207,98.9060592651367,98.9629821777344,99.0158462524414
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,438423541,438100368,437806951,437905932,438136036,438333196,438714358,438680283,439732746,441304973,442936599,444846366,446980794,449206794,451547765,453811483,456099634,458235497,460205526,462219596,463151657,463426293,461268322,458932506,459954508
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,895838467014.279,911238915365.998,1024301541480.18,1260221124097.34,1630082032407.5,2040988292003.96,2468693198412.59,3175231214996.31,3931203232657.33,3117218978688.28,3662269659889.56,4455855348774.35,4651635953949.63,4920488132844.11,4649625880580.4,3632564157711.83,3490976596937.19,3922819871997.88,4091510597189.56,4175891551192.92,3916679848494.7,4628696552014.54,5263275218883.39,5556261013139.78,6097876994310.88
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,2043.31743904755,2079.9775163987,2339.61918407316,2877.8352427008,3720.49294846749,4656.24851284127,5627.10828445828,7238.14435716572,8939.98290647503,7063.63891051886,8268.157718639,10016.6162732559,10406.7915588105,10953.7259867092,10297.0853605718,8004.56641973475,7653.97807124132,8560.70709859886,8890.61596620106,9034.43209100317,8456.58174660206,9987.98864443054,11410.4415323006,12106.9240912296,13257.56545104
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.2057037353516,97.2839431762695,97.3588180541992,97.4280014038086,97.4823913574219,97.6176528930664,97.5698089599609,97.650260925293,97.7522125244141,98.2024536132812,98.4812164306641,98.7043304443359,98.8359069824219,98.8806762695312,98.92041015625,98.9654998779297,99.0277481079102,99.088493347168,99.1963119506836,99.2695465087891,99.2865295410156,99.3108062744141,99.3284683227539,99.3587036132812,99.3873519897461
European Union,EUU,"Population, total",SP.POP.TOTL,429339162,429909307,430924112,432512916,434193248,435789139,437263803,438796003,440270719,441388573,442088310,441414078,442069839,442425741,442920819,443793218,444676652,445321060,446329890,446910453,446870959,446227358,447703403,449425965,450185396
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,7288482686162.8,7407617397190.54,8100431722676.83,9956862331236.13,11449103735400.4,11954351248970.2,12768365760447.1,14789481701232.2,16365051887483.3,14846076564563.8,14643095807338.5,15876345191243.5,14733644865813.4,15399956333015.2,15764830876562.3,13655113751882.8,13990609868691.7,14870146541628.4,16092154353714.7,15809298345792.2,15505708717748.9,17498522970845.2,16996087955139.8,18602672971721.6,19423319451330.3
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,16976.0490801973,17230.651387574,18797.8149681186,23020.9595202843,26368.6821205483,27431.5034018556,29200.6008108727,33704.6864604922,37170.4298769943,33634.9363638006,33122.5582674613,35967.0114355608,33328.7719857616,34808.0025773528,35592.887487554,30769.090644109,31462.4341209885,33391.9679020533,36054.3954466385,35374.6443827131,34698.4032089427,39214.3660784805,37962.8295010744,41392.0743803078,43145.1566930223
European Union,EUU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,45754,46635,47335,48032,48384,48359,48335,48378,48547,48791,48657,48543,48291,48246,48428,48901,49464,50180,50996,51793,52567,53305,53927,54439,54719
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1067109530.64798,1160268212.07291,1275093689.27107,1501941580.88903,1724770770.83393,1759739599.22694,2017680834.89917,2339015313.29513,2489873249.62815,2296065170.05552,2331796784.36009,2505740669.27039,2427200388.91831,2690110520.92548,2914012679.27277,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3271813311.5831,3664686796.62669,3566698397.6602,3907323961.33964,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,23322.7593357515,24879.7729617864,26937.6505602847,31269.6031997217,35647.5440400531,36389.081644098,41743.6812847661,48348.7393711011,51287.8911081663,47059.1947296738,47923.1515374991,51618.9907766392,50261.9616267693,55758.2083680611,60172.0632541664,52635.0375463609,56875.2803813296,59387.353086482,62526.4908515743,63067.0695697911,62240.822409175,68749.4005557957,66139.3809716876,71774.3522353393,..
Faroe Islands,FRO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Population, total",SP.POP.TOTL,840909,849596,858049,866286,874366,882379,890365,897832,903399,907239,910419,912989,914918,916352,917585,918578,919166,918759,917180,914899,914963,916711,919422,924145,928784
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1678219507.89829,1652462023.46215,1833279985.36741,2300492465.32276,2708078476.63012,2980403844.72096,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104768.86844,4682479893.97558,4930213644.36653,5353469174.47838,5581425327.44397,5444407198.13478,4432466219.87685,4305031649.74189,4969503549.32096,5442046552.96928,5840564072.77313
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1995.72071163264,1944.997414609,2136.56794118683,2655.58079586044,3097.19096651759,3377.69126953493,3455.10599907349,3762.74692789299,3899.92231512129,3164.13275408169,3449.14452883369,4139.60288609702,4341.40338748749,4572.44377544245,5293.35676680464,5097.53106864695,5363.79026679243,5826.84814459328,6085.41979485376,5950.82866866702,4844.42127154524,4696.17103944634,5405.03006162671,5888.73667332429,6288.39867264416
Fiji,FJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Population, total",SP.POP.TOTL,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,5583911,5637214
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,125967821110.589,129519672868.898,140360963811.765,171612867735.686,197458297639.769,204859368790.661,217044068234.117,256360251537.648,285698662071.094,253480783439.453,249429613683.334,275126915515.565,257443384492.969,270268036626.275,273478528954.901,233210733506.25,238777818792.608,253846138440,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280253099309.34,294950618733.339,299835625550.781
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,24335.9225082659,24965.202996776,26989.389260959,32920.0857192568,37768.1334202029,39049.8703780223,41214.0187765069,48473.0240091455,53769.4726240385,47478.3495310999,46506.2919016566,51060.3242589767,47551.6740841369,49691.0145200739,50073.7760815871,42560.3456767103,43451.2562442158,46085.0174739036,49654.2497035329,48358.1807773701,48828.6846862799,53099.1351400148,50440.560224974,52821.5114340717,53188.6186245158
Finland,FIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,621080692,635481068,651226758,667644273,684007365,700820603,717975893,735110300,753058095,772015937,791371804,810972272,831065598,851404936,871345375,890869511,910836458,931222867,951851595,973035228,994901090,1016906998,1036390026,1057033168,1081767572
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,466382378409.98,456399281412.004,445349530148.204,468955516341.87,596531501689.455,756299619414.029,946889828354.513,1159629381825.84,1482180249760.41,1343099794513.03,1594535995476.14,1665005303917.48,1863947874050.46,1935475150421.7,2052688292776.75,1617402176010.38,1489679431071.3,1589078992903.46,1735522724126.93,1842814574762.83,1676505788095.81,1787068023408.49,1967015531216.77,1820234347800.98,1700322737099.85
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,750.92074897408,718.194930414518,683.862456014444,702.403263694093,872.112687981737,1079.1629358163,1318.83234184649,1577.49031924303,1968.21501501874,1739.73065858229,2014.90119741003,2053.09769693024,2242.84085219764,2273.27217471253,2355.76885087242,1815.53207965872,1635.50703091345,1706.44326854085,1823.31230335011,1893.88268968493,1685.09795088858,1757.35640223069,1897.94911362527,1722.02197897444,1571.8004320986
Fragile and conflict affected situations,FCS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,61.8077583312988,62.3210182189941,62.7977905273438,63.031421661377,63.617488861084,63.8465805053711,62.6277809143066,62.2588195800781,62.6558685302734,63.0782890319824,63.2240791320801,64.5697021484375,64.8218536376953,65.4782028198242,66.0120162963867,66.430549621582,66.9035263061523,67.6090316772461,67.4211502075195,67.2147674560547,67.1063995361328,67.1866683959961,67.3155517578125,67.4712677001953,67.578010559082
France,FRA,"Population, total",SP.POP.TOTL,60918661,61364377,61812142,62249855,62707588,63180854,63622342,64016890,64375116,64706436,65026211,65340830,65657659,65997932,66312067,66548272,66724104,66918020,67158348,67382061,67601110,67842811,68065015,68287487,68516699
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1360959069477.49,1370376677298.86,1492427756382.43,1835095983049.09,2109792297237.03,2192146403028.17,2317861544690.82,2655816911866.56,2926802941585.86,2700075882518.98,2646230027988.34,2870408553990.28,2683007095787.23,2816077607875.26,2861236112552.42,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2796302210398.84,3051831611384.76,3162079073495.78
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,22340.5939516217,22331.7948343036,24144.5727019529,29479.5222101175,33644.9282220364,34696.3718316971,36431.5658906555,41486.1907828787,45464.8181385158,41728.0884164132,40694.8211697025,43929.7840873812,40863.5814412333,42669.1795111893,43148.0459288416,36702.4323733379,37024.2157133669,38687.1626407164,41418.1766484844,40408.2848574751,39169.8606000707,43725.0999521245,41082.8119320747,44690.9345395117,46150.4876861593
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,240337,244097,247775,251637,255654,259507,263223,266438,268379,269481,270580,271727,273084,274728,276387,277866,279178,280087,279815,279034,279209,279792,280378,281118,281807
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,3599845480.34359,3573808556.31268,3965405552.5203,4927780606.7707,5564109981.9138,5705052134.54253,5877997979.62266,6631156405.59637,7136741421.95908,6584557973.9375,6086644798.55982,6203940036.91982,5692858099.00217,6031827122.60663,6151996560.84289,5325846361.81186,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871,5574821989.38239,6150640646.38319,5814661208.90544,6402221222.32749,..
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,14978.324104668,14640.9360062298,16004.0583292112,19582.8936395312,21764.2203208782,21984.1936230719,22330.8676659055,24888.1781337361,26592.0262835732,24434.2197555208,22494.806706186,22831.5185348524,20846.5457478364,21955.6329264095,22258.6321384251,19166.9594761931,19690.0775734589,20826.9312492172,21925.616043938,21582.5892046801,19966.4838503859,21982.9038942614,20738.6499971661,22774.1418988734,..
French Polynesia,PYF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Population, total",SP.POP.TOTL,1275572,1309589,1345135,1382350,1421609,1463495,1508337,1556237,1607175,1661556,1719879,1781985,1846889,1913059,1978399,2040989,2100306,2156900,2212318,2267706,2322539,2376722,2430747,2484789,2538952
